FechaHora,"Velocidad","Direccion"
2020-01-01 03:31:06,"11.27521324","143.22213745"
2020-01-01 03:31:09,"11.60683727","143.22213745"
2020-01-01 03:33:07,"9.61709404","158.98800659"
2020-01-01 03:33:13,"9.04859543","158.98800659"
2020-01-01 03:34:58,"10.45799732","158.98800659"
2020-01-01 03:35:30,"9.8658123","159.61424255"
2020-01-01 03:37:30,"11.93253994","140.00305176"
2020-01-01 03:37:34,"11.23376083","151.51707458"
2020-01-01 03:39:31,"11.21007347","146.72688293"
2020-01-01 03:39:35,"11.83186817","151.29734802"
2020-01-01 03:41:33,"12.40036583","150.62715149"
2020-01-01 03:41:38,"12.97478676","157.05435181"
2020-01-01 03:43:37,"11.5239315","153.20901489"
2020-01-01 03:43:40,"11.45879078","147.56187439"
2020-01-01 03:45:37,"11.13308907","154.49446106"
2020-01-01 03:45:41,"10.80146503","149.73722839"
2020-01-01 03:47:37,"12.18717957","146.30940247"
2020-01-01 03:47:42,"9.83620262","143.73851013"
2020-01-01 03:49:41,"11.96807098","151.4841156"
2020-01-01 03:49:44,"13.03992653","154.9559021"
2020-01-01 03:51:44,"10.73040295","150.09979248"
2020-01-01 03:51:49,"8.33205128","154.09893799"
2020-01-01 03:53:47,"10.60604382","157.14224243"
2020-01-01 03:53:51,"10.72448063","158.18597412"
2020-01-01 03:55:48,"10.51129436","160.48219299"
2020-01-01 03:55:53,"12.28785133","152.09936523"
2020-01-01 03:57:48,"8.42087936","142.83761597"
2020-01-01 03:57:55,"8.46825409","142.83761597"
2020-01-01 03:59:54,"10.06715488","167.64549255"
2020-01-01 03:59:57,"10.12637329","175.0944519"
2020-01-01 04:01:57,"10.13229561","158.96603394"
2020-01-01 04:02:02,"9.31507969","169.31547546"
2020-01-01 04:04:00,"12.24047661","169.31547546"
2020-01-01 04:04:06,"13.74462795","169.61210632"
2020-01-01 04:06:04,"10.8843708","159.63621521"
2020-01-01 04:06:07,"12.06282043","156.83462524"
2020-01-01 04:08:06,"19.44737434","178.44538879"
2020-01-01 04:08:09,"16.97203827","155.85681152"
2020-01-01 04:10:08,"14.8757019","155.34043884"
2020-01-01 04:10:11,"15.92387104","155.34043884"
2020-01-01 04:12:10,"18.22747231","160.65797424"
2020-01-01 04:12:15,"18.80189323","160.65797424"
2020-01-01 04:14:15,"20.57252693","161.70170593"
2020-01-01 04:14:18,"20.47185516","161.70170593"
2020-01-01 04:16:15,"16.84175873","151.97851562"
2020-01-01 04:16:18,"18.38144112","151.97851562"
2020-01-01 04:18:16,"14.14731407","165.65690613"
2020-01-01 04:18:19,"17.83070755","165.65690613"
2020-01-01 04:20:18,"18.09719086","150.66011047"
2020-01-01 04:20:22,"17.52869415","150.66011047"
2020-01-01 04:22:20,"19.52435875","148.29798889"
2020-01-01 04:22:24,"21.17063522","148.29798889"
2020-01-01 04:24:23,"14.88162422","152.06640625"
2020-01-01 04:24:26,"11.671978","152.06640625"
2020-01-01 04:26:24,"19.7316246","157.28507996"
2020-01-01 04:26:29,"18.71306419","157.28507996"
2020-01-01 04:28:29,"14.67435932","146.04571533"
2020-01-01 04:28:32,"13.68540859","146.04571533"
2020-01-01 04:30:29,"13.67356491","160.41627502"
2020-01-01 04:30:34,"15.58632469","160.41627502"
2020-01-01 04:32:32,"17.27405357","146.52912903"
2020-01-01 04:32:39,"11.29890156","146.52912903"
2020-01-01 04:34:35,"17.26221085","138.26716614"
2020-01-01 04:34:40,"20.43632507","138.26716614"
2020-01-01 04:36:37,"16.59896278","148.10021973"
2020-01-01 04:36:42,"16.58119583","148.10021973"
2020-01-01 04:38:40,"13.3478632","151.53904724"
2020-01-01 04:38:45,"17.17930412","151.53904724"
2020-01-01 04:40:45,"16.13705826","158.4276886"
2020-01-01 04:40:50,"16.20812035","158.4276886"
2020-01-01 04:42:48,"18.6005497","157.12026978"
2020-01-01 04:42:52,"16.77069664","157.12026978"
2020-01-01 04:44:51,"17.16745949","150.44038391"
2020-01-01 04:44:57,"12.37667847","150.44038391"
2020-01-01 04:46:54,"15.17179489","148.61659241"
2020-01-01 04:46:57,"14.07625198","148.61659241"
2020-01-01 04:48:56,"17.03717995","154.71418762"
2020-01-01 04:48:59,"19.32893753","154.71418762"
2020-01-01 04:50:58,"20.37710571","148.79238892"
2020-01-01 04:51:04,"20.50738716","148.79238892"
2020-01-01 04:53:03,"14.76318645","160.07568359"
2020-01-01 04:53:06,"20.01587296","160.07568359"
2020-01-01 04:55:04,"17.70634842","149.75921631"
2020-01-01 04:55:11,"17.78333282","149.75921631"
2020-01-01 04:57:11,"19.19865608","155.64805603"
2020-01-01 04:57:24,"18.48803329","155.64805603"
2020-01-01 04:59:21,"13.54328442","153.72538757"
2020-01-01 04:59:24,"16.03046417","153.72538757"
2020-01-01 05:01:22,"16.43314934","157.29606628"
2020-01-01 05:01:25,"13.16428566","157.29606628"
2020-01-01 05:03:23,"17.925457","160.97659302"
2020-01-01 05:03:26,"19.03284454","160.97659302"
2020-01-01 05:05:18,"16.41538429","173.68815613"
2020-01-01 05:05:26,"13.72686195","173.68815613"
2020-01-01 05:07:24,"15.47973156","155.98864746"
2020-01-01 05:07:27,"12.65500641","155.98864746"
2020-01-01 05:09:25,"15.34945011","173.6771698"
2020-01-01 05:09:32,"19.0150795","173.6771698"
2020-01-01 05:11:29,"20.72057343","150.27558899"
2020-01-01 05:11:34,"18.36367607","150.27558899"
2020-01-01 05:13:28,"19.67240524","163.23983765"
2020-01-01 05:13:42,"19.95073318","163.23983765"
2020-01-01 05:15:41,"17.25628853","159.42747498"
2020-01-01 05:15:44,"15.99493313","159.42747498"
2020-01-01 05:17:42,"18.72490883","169.82086182"
2020-01-01 05:17:46,"20.36526299","169.82086182"
2020-01-01 05:19:44,"15.33168507","167.65647888"
2020-01-01 05:19:48,"14.88754559","167.65647888"
2020-01-01 05:21:43,"18.83150101","164.73402405"
2020-01-01 05:21:50,"15.93571472","164.73402405"
2020-01-01 05:23:47,"11.96807098","178.17071533"
2020-01-01 05:23:52,"15.72844887","178.17071533"
2020-01-01 05:25:50,"16.43314934","169.97467041"
2020-01-01 05:26:28,"14.09993935","169.97467041"
2020-01-01 05:28:26,"12.90964603","173.1937561"
2020-01-01 05:28:29,"13.18205166","173.1937561"
2020-01-01 05:30:25,"14.34865665","175.87451172"
2020-01-01 05:30:30,"14.49078178","175.87451172"
2020-01-01 05:32:28,"17.51684952","180.8734436"
2020-01-01 05:32:32,"18.19786263","180.8734436"
2020-01-01 05:34:27,"15.50934029","172.62245178"
2020-01-01 05:34:32,"17.03125763","172.62245178"
2020-01-01 05:36:32,"18.23931694","161.66874695"
2020-01-01 05:36:38,"14.72173405","161.66874695"
2020-01-01 05:38:36,"13.51959705","169.49125671"
2020-01-01 05:38:42,"17.44578743","169.49125671"
2020-01-01 05:40:41,"13.62619019","160.30641174"
2020-01-01 05:40:44,"11.80225849","160.30641174"
2020-01-01 05:42:42,"14.61513996","149.71525574"
2020-01-01 05:42:48,"16.18443298","149.71525574"
2020-01-01 05:44:45,"11.8792429","157.97723389"
2020-01-01 05:44:50,"15.52710629","157.97723389"
2020-01-01 05:46:48,"15.11257648","179.79675293"
2020-01-01 05:46:53,"16.58711815","179.79675293"
2020-01-01 05:48:50,"18.26892471","153.47270203"
2020-01-01 05:48:57,"15.71660519","153.47270203"
2020-01-01 05:50:54,"15.62777805","164.84390259"
2020-01-01 05:50:57,"14.98229504","164.84390259"
2020-01-01 05:52:56,"13.17020798","176.41285706"
2020-01-01 05:53:01,"16.67002487","176.41285706"
2020-01-01 05:54:57,"18.12680054","170.39216614"
2020-01-01 05:55:02,"13.8216114","170.39216614"
2020-01-01 05:57:02,"16.9424305","160.86672974"
2020-01-01 05:57:05,"13.64395618","160.86672974"
2020-01-01 05:59:02,"16.52197838","172.45765686"
2020-01-01 05:59:07,"15.2310133","172.45765686"
2020-01-01 06:01:05,"18.48803329","164.20666504"
2020-01-01 06:01:08,"19.27564049","164.20666504"
2020-01-01 06:03:07,"13.35378551","159.08688354"
2020-01-01 06:03:10,"15.08888912","159.08688354"
2020-01-01 06:05:12,"15.14218521","163.92102051"
2020-01-01 06:05:28,"16.78846169","163.92102051"
2020-01-01 06:07:27,"16.80030441","174.4901886"
2020-01-01 06:07:56,"18.52356529","174.4901886"
2020-01-01 06:09:56,"17.74188042","165.88763428"
2020-01-01 06:09:59,"15.94163609","165.88763428"
2020-01-01 06:11:57,"19.74346733","168.42555237"
2020-01-01 06:12:01,"17.78333282","168.42555237"
2020-01-01 06:13:59,"20.53107452","170.688797"
2020-01-01 06:14:02,"18.1504879","170.688797"
2020-01-01 06:15:41,"14.65067196","169.02981567"
2020-01-01 06:16:10,"21.5377903","169.02981567"
2020-01-01 06:18:08,"16.06599426","163.53648376"
2020-01-01 06:18:14,"16.84175873","163.53648376"
2020-01-01 06:19:46,"20.76202774","165.53605652"
2020-01-01 06:20:17,"21.43711853","165.53605652"
2020-01-01 06:21:49,"20.46593475","163.61338806"
2020-01-01 06:22:23,"20.80348015","163.61338806"
2020-01-01 06:24:20,"13.91636181","168.75515747"
2020-01-01 06:24:27,"15.13034153","168.75515747"
2020-01-01 06:26:22,"14.28943825","165.79974365"
2020-01-01 06:26:27,"17.22075653","165.79974365"
2020-01-01 06:28:26,"14.15915775","157.43888855"
2020-01-01 06:28:34,"14.31312561","157.43888855"
2020-01-01 06:30:31,"17.11416435","153.7363739"
2020-01-01 06:30:39,"19.64871788","153.7363739"
2020-01-01 06:32:35,"15.77582455","159.55931091"
2020-01-01 06:32:39,"13.92820549","159.55931091"
2020-01-01 06:34:37,"19.71385765","157.91131592"
2020-01-01 06:34:40,"18.33998871","157.91131592"
2020-01-01 06:36:39,"20.99297905","152.20922852"
2020-01-01 06:36:45,"19.45921898","152.20922852"
2020-01-01 06:38:39,"12.19310093","163.04208374"
2020-01-01 06:38:45,"17.83662987","163.04208374"
2020-01-01 06:40:41,"17.70042801","166.5358429"
2020-01-01 06:40:47,"16.48644638","166.5358429"
2020-01-01 06:42:46,"14.07625198","162.44880676"
2020-01-01 06:42:50,"16.08376122","162.44880676"
2020-01-01 06:44:48,"18.25115967","155.07675171"
2020-01-01 06:45:00,"19.86782646","155.07675171"
2020-01-01 06:46:57,"17.39249039","149.03408813"
2020-01-01 06:47:00,"17.48131943","149.03408813"
2020-01-01 06:48:59,"13.18205166","166.34907532"
2020-01-01 06:49:02,"18.64792442","166.34907532"
2020-01-01 06:51:00,"15.4974966","158.71333313"
2020-01-01 06:51:06,"15.6633091","158.71333313"
2020-01-01 06:53:03,"13.47814369","176.40187073"
2020-01-01 06:53:09,"15.34945011","176.40187073"
2020-01-01 06:55:06,"19.02692223","173.22671509"
2020-01-01 06:55:09,"19.10390663","173.22671509"
2020-01-01 06:56:55,"21.65622711","152.59376526"
2020-01-01 06:57:10,"18.0379734","152.59376526"
2020-01-01 06:59:05,"16.84175873","169.66703796"
2020-01-01 06:59:10,"20.2586689","169.66703796"
2020-01-01 07:01:09,"17.5109272","162.48176575"
2020-01-01 07:01:14,"16.91282082","162.48176575"
2020-01-01 07:03:12,"16.96019554","164.26161194"
2020-01-01 07:03:17,"14.85793686","164.26161194"
2020-01-01 07:05:16,"21.01074409","148.50672913"
2020-01-01 07:05:21,"22.70439529","148.50672913"
2020-01-01 07:07:20,"18.87295532","140.84902954"
2020-01-01 07:07:28,"19.53028107","140.84902954"
2020-01-01 07:09:27,"16.81807137","152.43995667"
2020-01-01 07:09:34,"17.86623955","152.43995667"
2020-01-01 07:11:32,"15.79358959","160.96560669"
2020-01-01 07:11:38,"19.08021927","160.96560669"
2020-01-01 07:13:38,"18.11495781","156.14245605"
2020-01-01 07:13:42,"18.55909729","156.14245605"
2020-01-01 07:15:39,"16.61672783","150.00091553"
2020-01-01 07:15:44,"15.14810753","150.00091553"
